video_id,title,publish_date,description,channel_id,tags,category_id,duration,definition,dimension,view_count,like_count,dislike_count,comment_count,live_viewers
wskmCaMZtgA,"Diputada Bregman, Myriam - Sesión 31-01-2024 - CP",2024-01-31T14:40:09Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M24S,hd,2d,6877,187,0,0,0
-k5bk-AYtiA,"Diputada Ianni, Ana María - Sesión 31-01-2024 - CP",2024-01-31T15:00:13Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT8M26S,hd,2d,423,12,0,0,0
l-iMSG1ekMA,"Diputada Strada, Julia - Sesión 31-01-2024 - CP",2024-01-31T15:00:08Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M12S,hd,2d,3560,147,0,0,0
3tS2M4ksoDA,"Diputado Carro, Pablo - Sesión 31-01-2024 - CP",2024-01-31T15:08:20Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M35S,hd,2d,348,11,0,0,0
S3snS4Rz2GU,"Diputada Del Plá, Romina - Sesión 31-01-2024 - CP",2024-01-31T15:09:53Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M53S,hd,2d,741,20,0,0,0
4XVDKARtmeg,"Diputado Giuliano, Diego - Sesión 31-01-2024 - CP",2024-01-31T15:21:56Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M21S,hd,2d,298,8,0,0,0
6aukJvmksKw,"Diputada Siley, Vanesa Raquel - Sesión 31-01-2024 - CP",2024-01-31T15:28:19Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT4M7S,hd,2d,384,15,0,0,0
FoeLVQacTok,"Diputado Estrada, Emiliano - Sesión 31-01-2024 - CP",2024-01-31T15:30:25Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M34S,hd,2d,1106,29,0,0,0
qFp_qPQWumg,"Diputado Martínez, Germán Pedro - Sesión 31-01-2024 - MO",2024-01-31T16:13:02Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT8M59S,hd,2d,932,18,0,0,0
inqdHgkOSUI,"Diputado Bornoroni, Gabriel - Sesión 31-01-2024",2024-01-31T16:23:34Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT7M19S,hd,2d,510,23,0,0,0
RbHRWtt-8i0,"Diputado Mayoraz, Nicolás - Sesión 31-01-2024",2024-01-31T16:29:44Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT10M25S,hd,2d,677,25,0,0,0
VHwIRmsSWUc,"Diputado Espert, José Luis - Sesión 31-01-2024",2024-01-31T16:41:11Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT11M21S,hd,2d,5064,223,0,0,0
k5f_ThvNu3c,"Diputado Brügge, Juan Fernando - Sesión 31-01-2024",2024-01-31T17:02:26Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT1M35S,hd,2d,228,4,0,0,0
qNrZsasn2d0,"Diputada Torres, Alejandra - Sesión 31-01-2024",2024-01-31T17:02:19Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT1M2S,hd,2d,393,6,0,0,0
JZG5sGD5G-k,"Diputado Heller, Carlos - Sesión 31-01-2024",2024-01-31T17:03:08Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT14M45S,hd,2d,2063,46,0,0,0
hkMTiUtNW5I,"Diputado Moreau, Leopoldo - Sesión 31-01-2024",2024-01-31T17:10:03Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT16M47S,hd,2d,9998,300,0,0,0
qFV5MfNJaNo,"Diputado López, Juan Manuel - Sesión 31-01-2024",2024-01-31T17:45:06Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT11M42S,hd,2d,779,25,0,0,0
YnT5LqwJVOA,"Diputada Oliveto Lago, Paula - Sesión 31-01-2024",2024-01-31T17:48:35Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT10M5S,hd,2d,1418,48,0,0,0
tv_XOqf0T-w,"Diputada Stolbizer, Margarita - Sesión 31-01-2024",2024-01-31T17:51:39Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT9M24S,hd,2d,2699,63,0,0,0
To2wSUNRNNw,"Diputada Fein, Mónica - Sesión 31-01-2024",2024-01-31T18:00:37Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT10M7S,hd,2d,745,21,0,0,0
whXWhVEORsI,"Diputado Castillo, Christian - Sesión 31-01-2024",2024-01-31T18:09:41Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT9M53S,hd,2d,932,28,0,0,0
bCfCw0ekmOc,"Diputado Del Caño, Nicolás - Sesión 31-01-2024",2024-01-31T18:20:13Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT10M37S,hd,2d,612,18,0,0,0
MJMw5oaavZA,"Diputada Del Plá, Romina - Sesión 31-01-2024",2024-01-31T18:29:38Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT7M47S,hd,2d,310,12,0,0,0
KIJlJejw83Y,"Diputado Hagman, Itai - Sesión 31-01-2024 - CP",2024-01-31T18:31:12Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M44S,hd,2d,239,9,0,0,0
Qz7dJn2KR1c,"Diputado Snopek, Guillermo - Sesión 31-01-2024 - CP",2024-01-31T18:43:33Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT4M50S,hd,2d,588,8,0,0,0
o3sK75CzDFc,"Diputada Carignano, Florencia - Sesión 31-01-2024 - CP",2024-01-31T18:45:18Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT3M54S,hd,2d,718,20,0,0,0
RKAcDgjNagM,"Diputado Del Caño, Nicolás - Sesión 31-01-2024 - CP",2024-01-31T18:49:30Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M20S,hd,2d,457,8,0,0,0
HbwCuN8WIw4,"Diputado Marino, Juan - Sesión 31-01-2024 - CP",2024-01-31T18:58:52Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M25S,hd,2d,399,20,0,0,0
6kduGXDRvis,"Diputado Ginocchio, Silvana Micaela - Sesión 31-01-2024 - CP-",2024-01-31T19:00:01Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT8M4S,hd,2d,719,11,0,0,0
4VxKl2LIHl0,"Diputado Vilca, Alejandro - Sesión 31-01-2024 - CP",2024-01-31T19:07:09Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M52S,hd,2d,563,7,0,0,0
SlYcWvSwI1E,"Diputado Pedrini, Juan Manuel - Sesión 31-01-2024 - CP",2024-01-31T19:18:51Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M11S,hd,2d,341,7,0,0,0
emde3f4Z1qc,"Diputada Banfi, Karina - Sesión 31-01-2024 - CP",2024-01-31T19:19:03Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT3M37S,hd,2d,171,2,0,0,0
0CPTlLNUIo4,"Diputado Leiva, Aldo - Sesión 31-01-2024 - CP",2024-01-31T19:30:00Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT7M54S,hd,2d,7132,153,0,0,0
LqenVEp-xrU,"Diputada Propato, Agustina Lucrecia - Sesión 31-01-2024 - CP",2024-01-31T19:29:42Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT4M30S,hd,2d,374,3,0,0,0
Zt4NZwOSs_M,"Diputado Molle, Matías - Sesión 31-01-2024 - CP",2024-01-31T19:39:59Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT6M8S,hd,2d,279,9,0,0,0
mc4iHev6Ehk,"Diputado Glinski, José - Sesión 31-01-2024 - CP",2024-01-31T19:40:14Z,"◽ - OD 1. 𝗟𝗲𝘆 𝗱𝗲 𝗕𝗮𝘀𝗲𝘀 𝘆 𝗣𝘂𝗻𝘁𝗼𝘀 𝗱𝗲 𝗣𝗮𝗿𝘁𝗶𝗱𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗟𝗶𝗯𝗲𝗿𝘁𝗮𝗱 𝗱𝗲 𝗹𝗼𝘀 𝗔𝗿𝗴𝗲𝗻𝘁𝗶𝗻𝗼𝘀. (25-PE-2023)
Honorable Cámara de Diputados de la Nación Argentina.",UC5KfW9_wv4tqbIPgY8tMG-w,[],25,PT5M19S,hd,2d,464,7,0,0,0
